,precision,recall,f1-score,support
B--DE,0.926780523255814,0.5115835924180122,0.6592568659127626,9971.0
B--FE,0.7864045864045864,0.6952932657494569,0.7380476556495004,6905.0
IR--DE,0.9194371809239198,0.7501777913237834,0.8262280407295512,9843.0
IR--FE,0.6538788393832706,0.7801274623406721,0.7114457433458821,6904.0
N--N,0.995924495924496,1.0,0.9979580870499731,13929.0
OR--DE,0.8244442324205705,0.814381980114038,0.8193822155844772,21221.0
OR--FE,0.6498185018149818,0.9657511852215138,0.7768937401367702,12234.0
accuracy,0.8110163319219327,0.8110163319219327,0.8110163319219327,0.8110163319219327
macro avg,0.8223840514468055,0.7881878967382109,0.7898874783441309,81007.0
weighted avg,0.8339167585094789,0.8110163319219327,0.8086614674967276,81007.0
