,precision,recall,f1-score,support
B--DE,0.8357642940490082,0.574666532945542,0.6810483152077019,9971.0
B--FE,0.8264132066033016,0.7178447276940904,0.7683125339120999,6904.0
IR--DE,0.9188104791125796,0.7910189982728842,0.8501392149369438,9843.0
IR--FE,0.6370159229408295,0.9385952208544533,0.7589437320686223,6905.0
N--N,1.0,0.9587192188958289,0.9789246050654253,13929.0
OR--DE,0.8499904177845918,0.83601149804439,0.8429430071508327,21221.0
OR--FE,0.693782722513089,0.8665195357201242,0.7705895180635313,12234.0
accuracy,0.8227560581184342,0.8227560581184342,0.8227560581184342,0.8227560581184342
macro avg,0.8231110061433429,0.8119108189181876,0.8072715609150224,81007.0
weighted avg,0.838641025234799,0.8227560581184342,0.8228241484108372,81007.0
