,precision,recall,f1-score,support
B--DE,0.9049097900029577,0.6136181307661452,0.7313254452013864,9972.0
B--FE,0.7058198559792233,0.8658942795076032,0.7777055150884495,6905.0
IR--DE,0.9395068070896481,0.7432432432432432,0.8299296573632857,9842.0
IR--FE,0.5973675693170785,0.8018826937002173,0.684679114628416,6905.0
N--N,0.9987064319080129,0.9977026347907244,0.9982042809941101,13929.0
OR--DE,0.8835302505601955,0.817539230008011,0.849254717673838,21221.0
OR--FE,0.7231854439976267,0.8966813797613209,0.8006422654453892,12234.0
accuracy,0.8291279873592732,0.8291279873592732,0.8291279873592732,0.8291279873592732
macro avg,0.8218608784078204,0.8195087988253237,0.8102487137706964,81008.0
weighted avg,0.8490115007407707,0.8291279873592732,0.8305326654737187,81008.0
