,precision,recall,f1-score,support
B--DE--0007,0.9053444945267225,0.9165580182529335,0.9109167476514415,3068.0
B--DE--0014,0.9451535012073129,0.8930899608865711,0.9183844477962125,3068.0
B--DE--0021,0.934668071654373,0.8673402868318123,0.8997464074387151,3068.0
B--DE--0028,1.0,1.0,1.0,768.0
B--FE--0007,0.9670084707980383,0.9422241529105126,0.9544554455445544,2302.0
B--FE--0014,0.9119258322798146,0.9404606692742286,0.9259734702610184,2301.0
B--FE--0021,0.922366764582459,0.9548218940052129,0.9383137673425828,2302.0
IR--DE--0007,0.9951298701298701,0.9990221642764016,0.9970722186076773,3068.0
IR--DE--0014,0.9518413597733711,0.9145968016332086,0.9328474752732951,2939.0
IR--DE--0021,0.9556412729026037,0.9690352020860495,0.9622916329503156,3068.0
IR--DE--0028,1.0,1.0,1.0,767.0
IR--FE--0007,0.9547568710359408,0.9808861859252823,0.9676451682022713,2302.0
IR--FE--0014,0.9356625479335322,0.954367666232073,0.9449225473321858,2301.0
IR--FE--0021,0.9079378068739771,0.9639443961772372,0.9351032448377581,2302.0
N--N--N,0.9999282124910266,1.0,0.9999641049571054,13929.0
OR--DE--0007,0.9776653097150402,0.9792814635221512,0.9784727192644387,9074.0
OR--DE--0014,0.8810694529809465,0.9344850065189049,0.9069914583992408,3068.0
OR--DE--0021,0.9636103781882146,0.9654146932481551,0.9645116918844566,9079.0
OR--FE--0007,0.9667789344764237,0.9145546705286025,0.9399419513284215,6905.0
OR--FE--0014,0.9493712772998014,0.9478031053848696,0.948586543230286,3027.0
OR--FE--0021,0.8682753164556962,0.9535186794092094,0.9089026915113871,2302.0
accuracy,0.9567450128382382,0.9567450128382382,0.9567450128382382,0.9567450128382382
macro avg,0.947339797395484,0.9519716674811152,0.9492877968482554,81008.0
weighted avg,0.9573138812968597,0.9567450128382382,0.9567385435649658,81008.0
