,precision,recall,f1-score,support
B--DE--0007,0.8686152937702982,0.9589308996088657,0.9115414407436097,3068.0
B--DE--0014,0.9499474973748687,0.8846153846153846,0.9161181434599156,3068.0
B--DE--0021,0.9264269218079841,0.9152542372881356,0.9208066896212493,3068.0
B--DE--0028,1.0,1.0,1.0,767.0
B--FE--0007,0.9634305616020897,0.9617557583659279,0.9625924314919531,2301.0
B--FE--0014,0.9379432624113475,0.9192006950477846,0.9284774023694603,2302.0
B--FE--0021,0.9690026954177897,0.9370112945264987,0.9527385159010601,2302.0
IR--DE--0007,0.9890251775338929,0.9986962190352021,0.9938371715861174,3068.0
IR--DE--0014,0.9215039577836411,0.9503401360544218,0.9356999330207636,2940.0
IR--DE--0021,0.9490345045900601,0.9771838331160365,0.9629034848241529,3068.0
IR--DE--0028,1.0,1.0,1.0,767.0
IR--FE--0007,0.9527426160337553,0.9813124728378966,0.9668165275101691,2301.0
IR--FE--0014,0.9509761388286334,0.952215464813206,0.9515953983069243,2302.0
IR--FE--0021,0.927487352445194,0.9561060408518036,0.9415792852557243,2301.0
N--N--N,1.0,0.9995692440232609,0.9997845756139595,13929.0
OR--DE--0007,0.979993367967282,0.9770773638968482,0.9785331935323658,9074.0
OR--DE--0014,0.9196398799599866,0.8989569752281616,0.9091808142409757,3068.0
OR--DE--0021,0.9783667459508438,0.9514263685427911,0.9647085101630556,9079.0
OR--FE--0007,0.9626543669096861,0.9370021723388848,0.9496550711874358,6905.0
OR--FE--0014,0.9392673521850899,0.9653236459709379,0.9521172638436483,3028.0
OR--FE--0021,0.8927406199021207,0.9513255106475446,0.921102461603198,2301.0
accuracy,0.9598800103694742,0.9598800103694742,0.9598800103694742,0.9598800103694742
macro avg,0.9513713482130745,0.9558716055623616,0.9533232530607494,81007.0
weighted avg,0.9604595837108619,0.9598800103694742,0.9599270337768185,81007.0
