,precision,recall,f1-score,support
B--DE--0007,0.9197270068248293,0.9224250325945241,0.9210740439381611,3068.0
B--DE--0014,0.8720895071061385,0.940026075619296,0.9047843137254902,3068.0
B--DE--0021,0.9527881040892193,0.8353976531942634,0.8902396665508857,3068.0
B--DE--0028,1.0,1.0,1.0,767.0
B--FE--0007,0.9545255793616091,0.9483058210251955,0.9514055349749401,2302.0
B--FE--0014,0.9208510638297872,0.9400521285838401,0.9303525365434222,2302.0
B--FE--0021,0.9500662836942112,0.9343763581051716,0.9421560035056967,2301.0
IR--DE--0007,0.9912734324499031,0.9996740547588006,0.9954560207724765,3068.0
IR--DE--0014,0.9412774725274725,0.9326301463082681,0.9369338574602633,2939.0
IR--DE--0021,0.981042654028436,0.9445893089960886,0.9624709398870807,3068.0
IR--DE--0028,1.0,1.0,1.0,768.0
IR--FE--0007,0.9392426133999168,0.9804517810599479,0.9594048884165781,2302.0
IR--FE--0014,0.9623753399818676,0.9226423294219904,0.9420900820945196,2301.0
IR--FE--0021,0.9124537607891492,0.9643788010425717,0.9376979936642027,2302.0
N--N--N,1.0,1.0,1.0,13929.0
OR--DE--0007,0.973948114235884,0.9846815076041437,0.979285401139851,9074.0
OR--DE--0014,0.9085009733939,0.9126466753585397,0.9105691056910569,3068.0
OR--DE--0021,0.9653000331528345,0.9622163472130425,0.9637557235063717,9078.0
OR--FE--0007,0.9346719457013575,0.9572773352643013,0.9458395936180869,6905.0
OR--FE--0014,0.9496330887258172,0.9405351833498513,0.9450622406639004,3027.0
OR--FE--0021,0.9447992700729927,0.8996524761077324,0.9216733422340899,2302.0
accuracy,0.9572259187477625,0.9572259187477625,0.9572259187477625,0.9572259187477625
macro avg,0.9511698211126346,0.9486647150289319,0.9495357756374797,81007.0
weighted avg,0.9576139644167478,0.9572259187477625,0.9571296240233579,81007.0
