,precision,recall,f1-score,support
B--DE--0007,0.8209046454767727,0.8754889178617992,0.8473186119873817,3068.0
B--DE--0014,0.8998844820947247,0.7617340286831812,0.8250661959399823,3068.0
B--DE--0021,0.8106860158311345,0.8011734028683182,0.8059016393442623,3068.0
B--DE--0028,1.0,0.9921773142112125,0.9960732984293194,767.0
B--FE--0007,0.9429546562652364,0.840139009556907,0.888582586721801,2302.0
B--FE--0014,0.8998562529947293,0.8158123370981755,0.8557758031442242,2302.0
B--FE--0021,0.8775599128540305,0.8752716210343329,0.876414273281114,2301.0
IR--DE--0007,0.9776,0.9957627118644068,0.9865977716777006,3068.0
IR--DE--0014,0.8361303060217177,0.8645797890438924,0.8501170960187353,2939.0
IR--DE--0021,0.888380603842635,0.9494784876140808,0.9179139751063494,3068.0
IR--DE--0028,1.0,1.0,1.0,768.0
IR--FE--0007,0.8870902468636179,0.952215464813206,0.9184998952440813,2302.0
IR--FE--0014,0.8464328899637243,0.9126466753585397,0.8782936010037641,2301.0
IR--FE--0021,0.8580221583914649,0.9083405734144222,0.8824646549905043,2302.0
N--N--N,0.9989242685025818,1.0,0.9994618447960392,13929.0
OR--DE--0007,0.9214083621502672,0.969032400264492,0.9446205081377236,9074.0
OR--DE--0014,0.8442131819615263,0.872555410691004,0.8581503446065074,3068.0
OR--DE--0021,0.9431687715269805,0.9049350077109496,0.9236563975713964,9078.0
OR--FE--0007,0.8822762814943528,0.8824040550325851,0.8823401636376801,6905.0
OR--FE--0014,0.9125255275697753,0.8856954079947142,0.8989103101424979,3027.0
OR--FE--0021,0.8690476190476191,0.7927888792354474,0.8291685597455702,2302.0
accuracy,0.91277297023714,0.91277297023714,0.91277297023714,0.91277297023714
macro avg,0.9008126753739473,0.8977253092548413,0.8983489300726969,81007.0
weighted avg,0.9134022490681957,0.91277297023714,0.9123764412453707,81007.0
