,precision,recall,f1-score,support
B--DE--0007,0.7898866608544028,0.8859191655801826,0.835151328929175,3068.0
B--DE--0014,0.8635879218472469,0.7923728813559322,0.826449090600034,3068.0
B--DE--0021,0.8107833163784334,0.779335071707953,0.7947482133953797,3068.0
B--DE--0028,1.0,0.98828125,0.9941060903732809,768.0
B--FE--0007,0.9188630490956072,0.7723718505647263,0.8392730705687986,2302.0
B--FE--0014,0.9023535302954432,0.7831377661886136,0.8385295486272685,2301.0
B--FE--0021,0.8094449047224523,0.8488271068635969,0.8286683630195081,2302.0
IR--DE--0007,0.9766325224071702,0.9944589308996089,0.9854651162790697,3068.0
IR--DE--0014,0.8962371721778791,0.8023137121469888,0.8466786355475763,2939.0
IR--DE--0021,0.8874773139745916,0.9563233376792699,0.9206149984311265,3068.0
IR--DE--0028,1.0,1.0,1.0,767.0
IR--FE--0007,0.9256521739130434,0.924847958297133,0.9252498913515863,2302.0
IR--FE--0014,0.8531211750305998,0.9087353324641461,0.8800505050505051,2301.0
IR--FE--0021,0.8766315789473684,0.9044309296264118,0.8903143040410519,2302.0
N--N--N,0.9997846683893196,1.0,0.999892322601486,13929.0
OR--DE--0007,0.9371225194132873,0.957571082212916,0.9472364548130383,9074.0
OR--DE--0014,0.8798882681564246,0.8213820078226858,0.8496291301416049,3068.0
OR--DE--0021,0.9326748410535877,0.9048353342879172,0.9185441941074524,9079.0
OR--FE--0007,0.826735885788449,0.9225199131064447,0.8720054757015743,6905.0
OR--FE--0014,0.8291545189504373,0.9395441030723488,0.8809044447886015,3027.0
OR--FE--0021,0.9203693017888055,0.6928757602085144,0.7905824039653035,2302.0
accuracy,0.9061697610112581,0.9061697610112581,0.9061697610112581,0.9061697610112581
macro avg,0.8969714915802166,0.884765880670733,0.8887663610634962,81008.0
weighted avg,0.9079238753689423,0.9061697610112581,0.905499962553568,81008.0
