,precision,recall,f1-score,support
B--DE,0.9040650406504065,0.5576170895597232,0.6897835121890702,9971.0
B--FE,0.6970474967907574,0.8650253439536568,0.772004652966266,6905.0
IR--DE,0.9534794309880815,0.7558671136848522,0.8432505950357021,9843.0
IR--FE,0.660089590443686,0.8964368482039398,0.7603194103194103,6904.0
N--N,0.995497105281967,0.9999282073372101,0.9977077363896848,13929.0
OR--DE,0.8662191547697835,0.8634842844352293,0.8648495575221239,21221.0
OR--FE,0.7515038670867946,0.8577734183423247,0.8011298572410107,12234.0
accuracy,0.8382979248706902,0.8382979248706902,0.8382979248706902,0.8382979248706902
macro avg,0.8325573837159254,0.8280189007881338,0.8184350459518955,81007.0
weighted avg,0.8543967339870162,0.8382979248706902,0.8370751976790444,81007.0
