,precision,recall,f1-score,support
B--DE,0.8254036138137496,0.7742453114030688,0.7990064168909129,9971.0
B--FE,0.8823233171059258,0.761297798377752,0.8173547935619314,6904.0
IR--DE,0.9711934156378601,0.7192928985065529,0.8264752232533706,9843.0
IR--FE,0.870509340571611,0.789572773352643,0.8280680437424058,6905.0
N--N,1.0,0.9938976236628616,0.9969394735894573,13929.0
OR--DE,0.8718286805492407,0.9035860704019604,0.8874233483744071,21221.0
OR--FE,0.7260517600883111,0.9677129311754128,0.8296426068675543,12234.0
accuracy,0.8686409816435616,0.8686409816435616,0.8686409816435616,0.8686409816435616
macro avg,0.8781871611095283,0.844229343840036,0.854987129468577,81007.0
weighted avg,0.8789928902966715,0.8686409816435616,0.8682082338315651,81007.0
