,precision,recall,f1-score,support
B--DE--0007,0.9082696316886727,0.8520208604954368,0.87924655230407,3068.0
B--DE--0014,0.9434447300771208,0.8373533246414603,0.8872388188568469,3068.0
B--DE--0021,0.8340680100755667,0.8634289439374185,0.8484945547725818,3068.0
B--DE--0028,1.0,1.0,1.0,767.0
B--FE--0007,0.9514388489208633,0.9192006950477846,0.9350419796730005,2302.0
B--FE--0014,0.8743326488706366,0.924847958297133,0.8988811484061642,2302.0
B--FE--0021,0.9194573972022043,0.9426336375488917,0.930901287553648,2301.0
IR--DE--0007,0.9903132063287052,0.9996740547588006,0.9949716139497162,3068.0
IR--DE--0014,0.9212916246215943,0.9319496427356244,0.9265899864682003,2939.0
IR--DE--0021,0.95584,0.9735984354628422,0.9646374939447763,3068.0
IR--DE--0028,1.0,1.0,1.0,768.0
IR--FE--0007,0.9282492824928249,0.9834926151172894,0.9550727694579202,2302.0
IR--FE--0014,0.8942926045016077,0.9669708822251195,0.9292127792858634,2301.0
IR--FE--0021,0.9135446685878963,0.9639443961772372,0.9380680617205664,2302.0
N--N--N,1.0,0.9999282073372101,0.9999641023800121,13929.0
OR--DE--0007,0.9812583668005355,0.9693630152082874,0.9752744206674798,9074.0
OR--DE--0014,0.9243456435998566,0.8402868318122555,0.8803141540037561,3068.0
OR--DE--0021,0.960234176516072,0.9575897774840273,0.9589101538800949,9078.0
OR--FE--0007,0.9293073840870063,0.9404779145546706,0.9348592816526308,6905.0
OR--FE--0014,0.9117367921543815,0.9520977865873802,0.9314802844214608,3027.0
OR--FE--0021,0.9037004012483282,0.8805386620330148,0.891969196919692,2302.0
accuracy,0.9465848630365277,0.9465848630365277,0.9465848630365277,0.9465848630365277
macro avg,0.9354821627511369,0.9380665543553277,0.9362442209675467,81007.0
weighted avg,0.9469857993233178,0.9465848630365277,0.9463990563368893,81007.0
