,precision,recall,f1-score,support
B--DE--0007,0.886763344646714,0.9367666232073012,0.9110794103661436,3068.0
B--DE--0014,0.929484963705496,0.8764667535853976,0.9021976178493541,3068.0
B--DE--0021,0.9050591327201051,0.8979791395045632,0.9015052356020942,3068.0
B--DE--0028,1.0,0.9986962190352021,0.9993476842791911,767.0
B--FE--0007,0.9324561403508772,0.9235447437011295,0.9279790484504584,2302.0
B--FE--0014,0.898960498960499,0.9395914819643634,0.9188270293242669,2301.0
B--FE--0021,0.9096114519427403,0.9661164205039097,0.9370128502211924,2302.0
IR--DE--0007,0.9890180878552972,0.9980443285528031,0.9935107073329008,3068.0
IR--DE--0014,0.895460358056266,0.9527210884353742,0.9232036914963745,2940.0
IR--DE--0021,0.899112426035503,0.9905475880052151,0.9426178660049628,3068.0
IR--DE--0028,1.0,1.0,1.0,767.0
IR--FE--0007,0.9667994687915007,0.9491525423728814,0.9578947368421052,2301.0
IR--FE--0014,0.9076923076923077,0.9483058210251955,0.9275547057573826,2302.0
IR--FE--0021,0.9359584595413241,0.9396177237185056,0.9377845220030349,2302.0
N--N--N,0.9999282073372101,1.0,0.9999641023800121,13928.0
OR--DE--0007,0.9742432581177766,0.9754242891778708,0.974833415937001,9074.0
OR--DE--0014,0.934982332155477,0.8624511082138201,0.8972533062054934,3068.0
OR--DE--0021,0.9816014811386253,0.9343540037449058,0.957395180858868,9079.0
OR--FE--0007,0.9363754138477041,0.94220741599073,0.9392823622843115,6904.0
OR--FE--0014,0.9427083333333334,0.9564068692206077,0.9495081967213115,3028.0
OR--FE--0021,0.951969260326609,0.8609904430929627,0.9041970802919709,2302.0
accuracy,0.9515967755872949,0.9515967755872949,0.9515967755872949,0.9515967755872949
macro avg,0.9418183298359698,0.9452087906215589,0.9429975595337348,81007.0
weighted avg,0.9523190022345602,0.9515967755872949,0.9515443401750746,81007.0
