,precision,recall,f1-score,support
B--DE,0.9505934868621284,0.939630966706779,0.9450804377427001,9972.0
B--FE,0.9568047337278106,0.936712527154236,0.9466520307354556,6905.0
IR--DE,0.9694167852062588,0.9694167852062588,0.9694167852062588,9842.0
IR--FE,0.9448976670960355,0.956118754525706,0.9504750935790383,6905.0
N--N,1.0,0.9999282073372101,0.9999641023800122,13929.0
OR--DE,0.9686811383562286,0.9736110456623156,0.9711398354876616,21221.0
OR--FE,0.9550589191385616,0.960601602092529,0.9578222421451567,12234.0
accuracy,0.9668427809599052,0.9668427809599052,0.9668427809599052,0.9668427809599052
macro avg,0.9636361043410034,0.9622885555264336,0.9629357896108975,81008.0
weighted avg,0.9668322459815881,0.9668427809599052,0.9668188408539957,81008.0
