,precision,recall,f1-score,support
B--DE,0.9478111066072152,0.9380202587503761,0.9428902666465043,9971.0
B--FE,0.9592532226996592,0.9375814627081824,0.9482935403544749,6905.0
IR--DE,0.970270820606801,0.968200751803312,0.9692346809051614,9843.0
IR--FE,0.9449279497788557,0.9592989571263036,0.9520592251850787,6904.0
N--N,0.9998564249820531,0.9999282073372101,0.9998923148713162,13929.0
OR--DE,0.9683395872420263,0.9728570755383817,0.9705930749159635,21221.0
OR--FE,0.9602729709968316,0.9661598822952427,0.9632074318542966,12234.0
accuracy,0.9674842914809831,0.9674842914809831,0.9674842914809831,0.9674842914809831
macro avg,0.9643902975590632,0.963149513651287,0.9637386478189709,81007.0
weighted avg,0.9674786172903692,0.9674842914809831,0.96746028142811,81007.0
