,precision,recall,f1-score,support
B--DE,0.9513557428658475,0.9395246214020659,0.9454031688364113,9971.0
B--FE,0.9575659348754972,0.9412020275162926,0.9493134677183757,6905.0
IR--DE,0.9708520179372198,0.9677943716346642,0.9693207835156449,9843.0
IR--FE,0.9485820681753079,0.9591600289645185,0.9538417224742565,6905.0
N--N,0.9998564249820531,1.0,0.9999282073372101,13928.0
OR--DE,0.9665373650511754,0.974553508317233,0.970528884508893,21221.0
OR--FE,0.9644955925563173,0.9659146640510053,0.9652046067140406,12234.0
accuracy,0.9683360697223696,0.9683360697223696,0.9683360697223696,0.9683360697223696
macro avg,0.965606449491917,0.9640213174122542,0.9647915487292618,81007.0
weighted avg,0.9683181117183977,0.9683360697223696,0.9683093158046581,81007.0
