,precision,recall,f1-score,support
B--DE--0007,0.930724823604875,0.9458930899608866,0.9382476559974136,3068.0
B--DE--0014,0.9438393464942137,0.9038461538461539,0.9234099234099234,3068.0
B--DE--0021,0.9370720573850668,0.9367666232073012,0.936919315403423,3068.0
B--DE--0028,1.0,1.0,1.0,767.0
B--FE--0007,0.9708609271523179,0.9552562988705473,0.9629954017954894,2302.0
B--FE--0014,0.9288520296813618,0.9248152976966536,0.926829268292683,2301.0
B--FE--0021,0.9588080631025416,0.950477845351868,0.9546247818499127,2302.0
IR--DE--0007,0.9960975609756098,0.9983702737940026,0.9972326224971513,3068.0
IR--DE--0014,0.9418722541399122,0.9479591836734694,0.9449059162569927,2940.0
IR--DE--0021,0.9694308943089431,0.9716427640156454,0.9705355689402572,3068.0
IR--DE--0028,1.0,1.0,1.0,767.0
IR--FE--0007,0.9636048526863085,0.9665362885701869,0.9650683445432848,2301.0
IR--FE--0014,0.9351259069568929,0.9517810599478714,0.9433799784714747,2302.0
IR--FE--0021,0.929876753081173,0.950477845351868,0.9400644468313641,2302.0
N--N--N,0.9997846529323092,1.0,0.9998923148713162,13928.0
OR--DE--0007,0.9807207799320846,0.9866651972669165,0.9836840081305279,9074.0
OR--DE--0014,0.9375821287779238,0.9302477183833116,0.9339005235602095,3068.0
OR--DE--0021,0.9715671148335905,0.9710320519881044,0.9712995097229108,9079.0
OR--FE--0007,0.948662640207075,0.9555330243337196,0.9520854380141435,6904.0
OR--FE--0014,0.9480648362553754,0.9464993394980185,0.9472814410841184,3028.0
OR--FE--0021,0.9438502673796791,0.9200695047784535,0.9318081830180378,2302.0
accuracy,0.9649042675324355,0.9649042675324355,0.9649042675324355,0.9649042675324355
macro avg,0.9588760899946313,0.9578033124064275,0.9582935544138399,81007.0
weighted avg,0.9649017296862836,0.9649042675324355,0.9648690812727342,81007.0
