,precision,recall,f1-score,support
B--DE--0007,0.9334847501622323,0.9377444589308996,0.935609756097561,3068.0
B--DE--0014,0.9513274336283186,0.9110169491525424,0.9307359307359307,3068.0
B--DE--0021,0.9432343234323433,0.9315514993481095,0.9373565103312561,3068.0
B--DE--0028,1.0,1.0,1.0,767.0
B--FE--0007,0.9672711189739054,0.9504563233376793,0.958790004384042,2301.0
B--FE--0014,0.9412550066755674,0.91876629018245,0.9298746977357661,2302.0
B--FE--0021,0.9628154050464808,0.9452411994784876,0.9539473684210527,2301.0
IR--DE--0007,0.9977183833116037,0.9977183833116037,0.9977183833116037,3068.0
IR--DE--0014,0.9541595925297114,0.95578231292517,0.9549702633814783,2940.0
IR--DE--0021,0.9733246584255042,0.9752281616688396,0.9742754802995767,3068.0
IR--DE--0028,1.0,0.9973924380704041,0.9986945169712794,767.0
IR--FE--0007,0.9647463456577816,0.9748045178105995,0.9697493517718236,2302.0
IR--FE--0014,0.9418854928971158,0.950477845351868,0.9461621621621622,2302.0
IR--FE--0021,0.932536293766012,0.9491525423728814,0.9407710531983631,2301.0
N--N--N,0.9998564352882061,1.0,0.9999282124910266,13929.0
OR--DE--0007,0.9826716385172187,0.9874366321357725,0.9850483729111698,9074.0
OR--DE--0014,0.9279077218840115,0.9439374185136897,0.9358539343997415,3068.0
OR--DE--0021,0.9690314078629475,0.9719132063002534,0.9704701677206489,9079.0
OR--FE--0007,0.942022792022792,0.9577118030412745,0.949802513464991,6905.0
OR--FE--0014,0.9514116874589625,0.9570673712021136,0.9542311491603556,3028.0
OR--FE--0021,0.9396782841823056,0.9139504563233377,0.9266358228684732,2301.0
accuracy,0.965854802671374,0.965854802671374,0.965854802671374,0.965854802671374
macro avg,0.9607780367487153,0.9584452290218085,0.9595536024675382,81007.0
weighted avg,0.9658637900169464,0.965854802671374,0.9658151069096266,81007.0
