,precision,recall,f1-score,support
B--DE--0007,0.9229274611398963,0.9289439374185137,0.9259259259259259,3068.0
B--DE--0014,0.9315680880330124,0.8829856584093873,0.9066265060240963,3068.0
B--DE--0021,0.9118028534370947,0.9165580182529335,0.9141742522756827,3068.0
B--DE--0028,1.0,1.0,1.0,767.0
B--FE--0007,0.9599118942731277,0.9465682015638576,0.9531933508311461,2302.0
B--FE--0014,0.9194601654331737,0.9178617992177314,0.9186602870813397,2301.0
B--FE--0021,0.9520879120879121,0.9409209383145091,0.9464714878741534,2302.0
IR--DE--0007,0.9964192708333334,0.9977183833116037,0.9970684039087948,3068.0
IR--DE--0014,0.9360544217687075,0.9360544217687075,0.9360544217687075,2940.0
IR--DE--0021,0.9598185353208036,0.9654498044328553,0.9626259343516412,3068.0
IR--DE--0028,1.0,0.9986962190352021,0.9993476842791911,767.0
IR--FE--0007,0.958044982698962,0.9626249456757932,0.960329503576848,2301.0
IR--FE--0014,0.9257191927866036,0.9365768896611643,0.9311163895486936,2302.0
IR--FE--0021,0.9082105263157895,0.9370112945264987,0.9223861449647209,2302.0
N--N--N,0.9998564249820531,1.0,0.9999282073372101,13928.0
OR--DE--0007,0.974185079851236,0.9814855631474543,0.9778216952129996,9074.0
OR--DE--0014,0.9123032444587215,0.9256844850065189,0.9189451545057434,3068.0
OR--DE--0021,0.966139205488547,0.9616697874215222,0.9638993155221903,9079.0
OR--FE--0007,0.9372832369942197,0.9394553881807648,0.9383680555555556,6904.0
OR--FE--0014,0.9269092100950508,0.9339498018494056,0.9304161868728409,3028.0
OR--FE--0021,0.9282850779510022,0.9052997393570807,0.916648339564548,2302.0
accuracy,0.956300072833212,0.956300072833212,0.956300072833212,0.956300072833212
macro avg,0.9489041325690117,0.9483578703119762,0.948571773665811,81007.0
weighted avg,0.9563233660069671,0.956300072833212,0.9562677752931562,81007.0
