,precision,recall,f1-score,support
B--DE--0007,0.9148936170212766,0.9250325945241199,0.919935170178282,3068.0
B--DE--0014,0.9408884225253585,0.8767926988265972,0.9077104774759575,3068.0
B--DE--0021,0.9084461637653127,0.9185136897001304,0.913452188006483,3068.0
B--DE--0028,0.9986962190352021,0.9986962190352021,0.9986962190352021,767.0
B--FE--0007,0.9554973821989529,0.9517601043024772,0.953625081645983,2301.0
B--FE--0014,0.9255978742249779,0.9079061685490878,0.9166666666666666,2302.0
B--FE--0021,0.9639084507042254,0.9513466550825369,0.9575863576738085,2302.0
IR--DE--0007,0.9947984395318595,0.9973924380704041,0.99609375,3068.0
IR--DE--0014,0.9394250513347022,0.9336734693877551,0.9365404298874105,2940.0
IR--DE--0021,0.9644012944983819,0.9713168187744459,0.9678467034751542,3068.0
IR--DE--0028,1.0,1.0,1.0,767.0
IR--FE--0007,0.9610726643598616,0.9656671012603216,0.9633644049425536,2301.0
IR--FE--0014,0.9336513443191674,0.9352736750651607,0.9344618055555556,2302.0
IR--FE--0021,0.9171597633136095,0.9430682312038244,0.9299335761731304,2301.0
N--N--N,0.9996411654944739,1.0,0.9998205505509098,13929.0
OR--DE--0007,0.9746087337200394,0.9813753581661891,0.9779803415518094,9074.0
OR--DE--0014,0.9095268542199488,0.9273142112125163,0.9183344092963202,3068.0
OR--DE--0021,0.9616063548102383,0.9600176230862429,0.9608113321942346,9079.0
OR--FE--0007,0.9372932547101971,0.9438088341781318,0.9405397604271901,6905.0
OR--FE--0014,0.9310344827586207,0.9362615587846763,0.9336407047587684,3028.0
OR--FE--0021,0.9206208425720621,0.9022164276401564,0.9113257243195786,2301.0
accuracy,0.9567321342600023,0.9567321342600023,0.9567321342600023,0.9567321342600023
macro avg,0.9501318273865939,0.9489254227071416,0.9494459835149999,81007.0
weighted avg,0.9567530291722751,0.9567321342600023,0.9566792937989196,81007.0
