,precision,recall,f1-score,support
B--DE--0007,0.9255631733594515,0.9240547588005215,0.924808351003099,3068.0
B--DE--0014,0.9282786885245902,0.8859191655801826,0.9066044029352902,3068.0
B--DE--0021,0.925689307330195,0.8973272490221643,0.9112876530950017,3068.0
B--DE--0028,1.0,0.9986962190352021,0.9993476842791911,767.0
B--FE--0007,0.9602272727272727,0.9543874891398784,0.9572984749455338,2302.0
B--FE--0014,0.9321808510638298,0.9135534317984362,0.9227731461167179,2302.0
B--FE--0021,0.952967032967033,0.9421990438939591,0.9475524475524476,2301.0
IR--DE--0007,0.9948051948051948,0.9986962190352021,0.9967469095640858,3068.0
IR--DE--0014,0.9423404981235073,0.9397754338210276,0.9410562180579216,2939.0
IR--DE--0021,0.962915188648823,0.9732724902216427,0.9680661371372994,3068.0
IR--DE--0028,1.0,1.0,1.0,768.0
IR--FE--0007,0.9580299785867238,0.9717636837532581,0.9648479620444252,2302.0
IR--FE--0014,0.9352455454150369,0.9352455454150369,0.9352455454150369,2301.0
IR--FE--0021,0.9173728813559322,0.9404865334491747,0.9287859287859288,2302.0
N--N--N,0.9997846220116304,0.9997846220116304,0.9997846220116304,13929.0
OR--DE--0007,0.9748331327278695,0.9818161780912498,0.9783121945862845,9074.0
OR--DE--0014,0.9024466750313677,0.9377444589308996,0.9197570332480819,3068.0
OR--DE--0021,0.9615894039735099,0.9596827495042961,0.9606351306649025,9078.0
OR--FE--0007,0.9287455197132617,0.93816075307748,0.9334293948126802,6905.0
OR--FE--0014,0.9200920749753371,0.9243475388173109,0.9222148978246539,3027.0
OR--FE--0021,0.9199644286349489,0.8987836663770634,0.9092507141287629,2302.0
accuracy,0.9560038021405558,0.9560038021405558,0.9560038021405558,0.9560038021405558
macro avg,0.9496700699988339,0.9483665347512199,0.948943088009951,81007.0
weighted avg,0.9559941734530593,0.9560038021405558,0.9559413162275588,81007.0
