,precision,recall,f1-score,support
B--DE--0007,0.925878182404125,0.9364406779661016,0.9311294765840219,3068.0
B--DE--0014,0.9483115093039284,0.8970013037809648,0.9219430485762145,3068.0
B--DE--0021,0.9305736636245111,0.9305736636245111,0.930573663624511,3068.0
B--DE--0028,1.0,1.0,1.0,767.0
B--FE--0007,0.9651521835024262,0.950477845351868,0.9577588093674764,2302.0
B--FE--0014,0.9230436662343278,0.9278574532811821,0.9254442999566537,2301.0
B--FE--0021,0.9594713656387666,0.946133796698523,0.952755905511811,2302.0
IR--DE--0007,0.9964181048518398,0.9973924380704041,0.9969050333930607,3068.0
IR--DE--0014,0.9444444444444444,0.9482993197278912,0.946367956551256,2940.0
IR--DE--0021,0.964770523594053,0.9729465449804433,0.9688412852969814,3068.0
IR--DE--0028,1.0,1.0,1.0,767.0
IR--FE--0007,0.9609375,0.9621903520208605,0.9615635179153094,2301.0
IR--FE--0014,0.9336778639104221,0.9417897480451781,0.9377162629757786,2302.0
IR--FE--0021,0.922847399829497,0.9404865334491747,0.9315834767641997,2302.0
N--N--N,0.9997846529323092,1.0,0.9998923148713164,13928.0
OR--DE--0007,0.9794153071279974,0.9857835574167952,0.9825891140770033,9074.0
OR--DE--0014,0.9208400646203554,0.9289439374185137,0.9248742495537887,3068.0
OR--DE--0021,0.9706498951781971,0.9689393104967507,0.969793848528277,9079.0
OR--FE--0007,0.9444444444444444,0.9480011587485515,0.946219459303166,6904.0
OR--FE--0014,0.9325032765399738,0.939894319682959,0.9361842105263158,3028.0
OR--FE--0021,0.9348692955250333,0.9165942658557776,0.9256415880675586,2302.0
accuracy,0.9618428037083215,0.9618428037083215,0.9618428037083215,0.9618428037083215
macro avg,0.9551444449384121,0.9542736298388786,0.9546560724497477,81007.0
weighted avg,0.9618658748905814,0.9618428037083215,0.9618140910287533,81007.0
