,precision,recall,f1-score,support
B--DE--0007,0.9353266168345792,0.9380704041720991,0.9366965012205044,3068.0
B--DE--0014,0.9345479082321188,0.9028683181225554,0.9184350132625994,3068.0
B--DE--0021,0.9340475393371276,0.909387222946545,0.9215524360033032,3068.0
B--DE--0028,1.0,0.9986962190352021,0.9993476842791911,767.0
B--FE--0007,0.9675153643546971,0.9574283231972198,0.9624454148471615,2302.0
B--FE--0014,0.9444197421076034,0.9226759339704604,0.933421226104153,2302.0
B--FE--0021,0.9676848162903939,0.9500217296827467,0.9587719298245615,2301.0
IR--DE--0007,0.9954560207724765,0.9996740547588006,0.9975605789559279,3068.0
IR--DE--0014,0.9490358126721763,0.9377339231030963,0.9433510183125107,2939.0
IR--DE--0021,0.9683155512447462,0.9762059973924381,0.9722447654601526,3068.0
IR--DE--0028,1.0,1.0,1.0,768.0
IR--FE--0007,0.9594882729211087,0.9774109470026064,0.9683666881859264,2302.0
IR--FE--0014,0.9420479302832244,0.9395914819643634,0.9408181026979983,2301.0
IR--FE--0021,0.9220945083014048,0.9409209383145091,0.9314125994409803,2302.0
N--N--N,0.9997846220116304,0.9997846220116304,0.9997846220116304,13929.0
OR--DE--0007,0.9771534761696545,0.9851223275292044,0.9811217209965974,9074.0
OR--DE--0014,0.9156398104265403,0.9445893089960886,0.9298892988929888,3068.0
OR--DE--0021,0.968175311089087,0.9684952632738488,0.9683352607522441,9078.0
OR--FE--0007,0.9416750466886942,0.9493120926864591,0.9454781479878841,6905.0
OR--FE--0014,0.9337748344370861,0.931615460852329,0.9326938978005622,3027.0
OR--FE--0021,0.9318181818181818,0.9261511728931364,0.9289760348583878,2302.0
accuracy,0.9621884528497537,0.9621884528497537,0.9621884528497537,0.9621884528497537
macro avg,0.9565714936186919,0.9550359877097779,0.9557477591378697,81007.0
weighted avg,0.9621796966717737,0.9621884528497537,0.962141682830166,81007.0
