,precision,recall,f1-score,support
B--DE--0007,0.9340300457217505,0.9322033898305084,0.933115823817292,3068.0
B--DE--0014,0.9515463917525773,0.902542372881356,0.9263967882234861,3068.0
B--DE--0021,0.9358253390671518,0.9220990873533247,0.9289115087834511,3068.0
B--DE--0028,1.0,0.9986962190352021,0.9993476842791911,767.0
B--FE--0007,0.958717610891524,0.9487179487179487,0.9536915683704675,2301.0
B--FE--0014,0.9354553492484527,0.9192006950477846,0.9272567922874673,2302.0
B--FE--0021,0.9611307420494699,0.9456757931334202,0.9533406352683462,2301.0
IR--DE--0007,0.9941558441558441,0.9980443285528031,0.9960962914769029,3068.0
IR--DE--0014,0.9500848896434635,0.9517006802721089,0.9508920985556499,2940.0
IR--DE--0021,0.9710569105691057,0.9732724902216427,0.97216343805958,3068.0
IR--DE--0028,1.0,0.9973924380704041,0.9986945169712794,767.0
IR--FE--0007,0.9630266552020637,0.9730668983492615,0.9680207433016421,2302.0
IR--FE--0014,0.9368827823100043,0.947871416159861,0.9423450658605053,2302.0
IR--FE--0021,0.9223918575063613,0.9452411994784876,0.9336767546683837,2301.0
N--N--N,0.9998564249820531,0.9999282073372101,0.9998923148713162,13929.0
OR--DE--0007,0.9801600350761811,0.9854529424729997,0.9827993625322855,9074.0
OR--DE--0014,0.9217252396166135,0.9403520208604954,0.930945466279445,3068.0
OR--DE--0021,0.966110989252029,0.9702610419649741,0.9681815683903939,9079.0
OR--FE--0007,0.9401231915198396,0.9504706734250543,0.9452686158721013,6905.0
OR--FE--0014,0.9410408432147562,0.9435270805812418,0.9422823218997362,3028.0
OR--FE--0021,0.9314641744548287,0.9096045197740112,0.9204045734388742,2301.0
accuracy,0.962682237337514,0.962682237337514,0.962682237337514,0.962682237337514
macro avg,0.956894538868289,0.9550153068342905,0.955891615867038,81007.0
weighted avg,0.9626829262332618,0.962682237337514,0.9626347098255167,81007.0
