,precision,recall,f1-score,support
B--DE--0007,0.9266471924699773,0.9305736636245111,0.9286062774434868,3068.0
B--DE--0014,0.9429735234215886,0.9054758800521513,0.923844363152644,3068.0
B--DE--0021,0.9375612945406996,0.9348109517601043,0.9361841031499918,3068.0
B--DE--0028,1.0,0.9986979166666666,0.9993485342019545,768.0
B--FE--0007,0.9674868189806678,0.9565595134665508,0.9619921363040629,2302.0
B--FE--0014,0.9327731092436975,0.9165580182529335,0.9245944761069707,2301.0
B--FE--0021,0.9620644022937803,0.9474370112945265,0.9546946815495732,2302.0
IR--DE--0007,0.996742671009772,0.9973924380704041,0.997067448680352,3068.0
IR--DE--0014,0.950786056049214,0.9465804695474651,0.9486786018755329,2939.0
IR--DE--0021,0.9631544925662573,0.9713168187744459,0.9672184355728659,3068.0
IR--DE--0028,1.0,0.9986962190352021,0.9993476842791911,767.0
IR--FE--0007,0.9640381282495667,0.9665508253692441,0.96529284164859,2302.0
IR--FE--0014,0.9372043010752689,0.9469795740982182,0.942066580198876,2301.0
IR--FE--0021,0.9245524296675192,0.9422241529105126,0.9333046471600689,2302.0
N--N--N,0.9999282124910266,1.0,0.9999641049571054,13929.0
OR--DE--0007,0.9794265703655066,0.986334582323121,0.9828684383922688,9074.0
OR--DE--0014,0.9216944801026957,0.9361147327249022,0.9288486416558862,3068.0
OR--DE--0021,0.9678732533832105,0.9689393104967507,0.9684059885512991,9079.0
OR--FE--0007,0.9466207490314249,0.955394641564084,0.9509874585555717,6905.0
OR--FE--0014,0.9431108188096021,0.9474727452923687,0.945286750164799,3027.0
OR--FE--0021,0.9440214957456337,0.9157254561251086,0.9296582138919516,2302.0
accuracy,0.9633863322141023,0.9633863322141023,0.9633863322141023,0.9633863322141023
macro avg,0.9575552380712908,0.9557064248309178,0.9565838289282401,81008.0
weighted avg,0.9633824613487485,0.9633863322141023,0.9633497462380328,81008.0
