,precision,recall,f1-score,support
B--DE--0007,0.9013813042081593,0.9146023468057366,0.9079436984306747,3068.0
B--DE--0014,0.9196368527236046,0.8914602346805737,0.9053293611386958,3068.0
B--DE--0021,0.9080941631731699,0.9178617992177314,0.9129518560544659,3068.0
B--DE--0028,1.0,1.0,1.0,767.0
B--FE--0007,0.9623302671922909,0.9548022598870056,0.9585514834205934,2301.0
B--FE--0014,0.9262792714657415,0.9278887923544744,0.9270833333333334,2302.0
B--FE--0021,0.9509122502172024,0.9509122502172024,0.9509122502172024,2302.0
IR--DE--0007,0.9922330097087378,0.999348109517601,0.9957778499512828,3068.0
IR--DE--0014,0.9568034557235421,0.9040816326530612,0.9296956977964322,2940.0
IR--DE--0021,0.9680989583333334,0.969361147327249,0.9687296416938111,3068.0
IR--DE--0028,1.0,0.9986962190352021,0.9993476842791911,767.0
IR--FE--0007,0.9638242894056848,0.9726205997392438,0.9682024659312134,2301.0
IR--FE--0014,0.9480744266551276,0.9517810599478714,0.9499241274658573,2302.0
IR--FE--0021,0.935374149659864,0.9561060408518036,0.9456264775413712,2301.0
N--N--N,0.9996411654944739,1.0,0.9998205505509098,13929.0
OR--DE--0007,0.9818181818181818,0.9759753140841966,0.978888029180944,9074.0
OR--DE--0014,0.9112772180695483,0.9139504563233377,0.9126118795768918,3068.0
OR--DE--0021,0.9614214301238861,0.9744465249476815,0.9678901591816641,9079.0
OR--FE--0007,0.948948948948949,0.9610427226647357,0.9549575478486113,6905.0
OR--FE--0014,0.9529759947385729,0.9570673712021136,0.9550173010380623,3028.0
OR--FE--0021,0.9432591920108943,0.9030856149500217,0.9227353463587921,2301.0
accuracy,0.9602503487352945,0.9602503487352945,0.9602503487352945,0.9602503487352945
macro avg,0.9539230728414745,0.9521471664955641,0.9529522257614286,81007.0
weighted avg,0.9602684194271676,0.9602503487352945,0.9601945177883258,81007.0
