,precision,recall,f1-score,support
B--DE--0007,0.9346427362004741,0.8996088657105606,0.916791230692576,3068.0
B--DE--0014,0.9216073781291173,0.9119947848761408,0.916775884665793,3068.0
B--DE--0021,0.9050031665611147,0.9315514993481095,0.9180854481207839,3068.0
B--DE--0028,1.0,1.0,1.0,767.0
B--FE--0007,0.9759746146872167,0.9352736750651607,0.9551907719609584,2302.0
B--FE--0014,0.958904109589041,0.9122502172024327,0.9349955476402494,2302.0
B--FE--0021,0.9271578947368421,0.9569752281616688,0.941830624465355,2301.0
IR--DE--0007,0.9957723577235772,0.9980443285528031,0.9969070486732866,3068.0
IR--DE--0014,0.926072607260726,0.9547465124191902,0.9401909867649522,2939.0
IR--DE--0021,0.9767132401862941,0.9569752281616688,0.9667434968719131,3068.0
IR--DE--0028,1.0,1.0,1.0,768.0
IR--FE--0007,0.9539445628997868,0.9717636837532581,0.9627716806541855,2302.0
IR--FE--0014,0.9640449438202248,0.9322033898305084,0.9478568272205038,2301.0
IR--FE--0021,0.9313105773282765,0.9600347523892268,0.9454545454545454,2302.0
N--N--N,1.0,0.9999282073372101,0.9999641023800121,13929.0
OR--DE--0007,0.9817261118450022,0.9828080229226361,0.9822667694680032,9074.0
OR--DE--0014,0.9025,0.9413298565840938,0.9215060625398851,3068.0
OR--DE--0021,0.9653160096894957,0.9657413527208636,0.9655286343612334,9078.0
OR--FE--0007,0.9146932557817476,0.9565532223026793,0.9351550332719807,6905.0
OR--FE--0014,0.9499336870026526,0.9464816650148662,0.948204534171769,3027.0
OR--FE--0021,0.9649568308786186,0.8253692441355344,0.8897213767267619,2302.0
accuracy,0.9588430629451776,0.9588430629451776,0.9588430629451776,0.9588430629451776
macro avg,0.9547749563962006,0.9495063684042196,0.9517114574335592,81007.0
weighted avg,0.9592673776558025,0.9588430629451776,0.958760664940756,81007.0
