,precision,recall,f1-score,support
B--DE,0.8832608245286928,0.8551800220639856,0.8689936305732484,9971.0
B--FE,0.9202772963604853,0.8459087617668356,0.8815273166314519,6905.0
IR--DE,0.8218153687467767,0.9713501981103322,0.8903478139404944,9843.0
IR--FE,0.9268846503178928,0.8868771726535342,0.906439674315322,6904.0
N--N,0.9991392296105014,1.0,0.9995694294940797,13929.0
OR--DE,0.9532478069063435,0.8858677724895151,0.9183234819989253,21221.0
OR--FE,0.8894993894993894,0.9527546182769331,0.9200410450706449,12234.0
accuracy,0.918883553273174,0.918883553273174,0.918883553273174,0.918883553273174
macro avg,0.9134463665671547,0.9139912207658767,0.9121774845748808,81007.0
weighted avg,0.921869298750154,0.918883553273174,0.9189324625796759,81007.0
