,precision,recall,f1-score,support
B--DE,0.8657636712827251,0.8589910741149334,0.8623640757148611,9971.0
B--FE,0.9182699707557335,0.8640115858073859,0.8903148783763617,6905.0
IR--DE,0.9522324908139406,0.8688408005689322,0.9086272843178921,9843.0
IR--FE,0.8758724510743123,0.9268645908761767,0.9006473402758233,6905.0
N--N,0.99870939987094,1.0,0.9993542832544124,13929.0
OR--DE,0.8825491725153799,0.959990574929312,0.9196424540652792,21220.0
OR--FE,0.9488495575221239,0.8764100049043649,0.9111923174980878,12234.0
accuracy,0.9197353315145604,0.9197353315145604,0.9197353315145604,0.9197353315145604
macro avg,0.9203209591193078,0.9078726616001578,0.9131632333575311,81007.0
weighted avg,0.9214123415813753,0.9197353315145604,0.9195648546085494,81007.0
