,precision,recall,f1-score,support
B--DE--0007,0.8046181172291297,0.8859191655801826,0.8433136829041266,3068.0
B--DE--0014,0.8669410150891632,0.8239895697522817,0.8449197860962566,3068.0
B--DE--0021,0.8850617746162486,0.7705345501955672,0.8238369053842132,3068.0
B--DE--0028,1.0,1.0,1.0,767.0
B--FE--0007,0.9373420919656392,0.8058210251954822,0.8666199486101379,2302.0
B--FE--0014,0.943358395989975,0.8175499565595135,0.8759599720735397,2302.0
B--FE--0021,0.812206572769953,0.9022164276401564,0.8548486720197653,2301.0
IR--DE--0007,0.9801345722524831,0.9970664928292047,0.9885280336080141,3068.0
IR--DE--0014,0.8815833612881583,0.8941816944538958,0.8878378378378378,2939.0
IR--DE--0021,0.9474740715958515,0.9230769230769231,0.9351163942545816,3068.0
IR--DE--0028,1.0,1.0,1.0,768.0
IR--FE--0007,0.9281437125748503,0.9426585577758471,0.935344827586207,2302.0
IR--FE--0014,0.901561144839549,0.9035202086049544,0.9025396136314304,2301.0
IR--FE--0021,0.8956412405699916,0.9283231972198088,0.9116894197952218,2302.0
N--N--N,1.0,1.0,1.0,13929.0
OR--DE--0007,0.9589833096978292,0.9688119903019616,0.9638725947042376,9074.0
OR--DE--0014,0.8300653594771242,0.8692959582790091,0.8492278299633816,3068.0
OR--DE--0021,0.9421153197707093,0.923331130204891,0.9326286509040334,9078.0
OR--FE--0007,0.8106079251784396,0.9539464156408399,0.8764553256603022,6905.0
OR--FE--0014,0.9204468517264726,0.8982490915097456,0.9092125062698545,3027.0
OR--FE--0021,0.9159235668789809,0.6246741963509991,0.7427685950413222,2302.0
accuracy,0.9181428765415335,0.9181428765415335,0.9181428765415335,0.9181428765415335
macro avg,0.9124861144528832,0.8968174548176793,0.9021295522068792,81007.0
weighted avg,0.9206188243818617,0.9181428765415335,0.9174657506684379,81007.0
