,precision,recall,f1-score,support
B--DE--0007,0.8375462392108508,0.885593220338983,0.8608998732572876,3068.0
B--DE--0014,0.9715726730857405,0.690677966101695,0.807391884168413,3068.0
B--DE--0021,0.819634703196347,0.8191003911342895,0.8193674600586893,3068.0
B--DE--0028,1.0,0.9960886571056062,0.9980404964075767,767.0
B--FE--0007,0.870682019486271,0.8540399652476107,0.8622807017543859,2302.0
B--FE--0014,0.8509263248599741,0.85832246849196,0.8546083946343574,2301.0
B--FE--0021,0.8393456375838926,0.869244135534318,0.8540332906530088,2302.0
IR--DE--0007,0.991199478487614,0.991199478487614,0.991199478487614,3068.0
IR--DE--0014,0.8834269662921348,0.85578231292517,0.8693849343469245,2940.0
IR--DE--0021,0.8791440626883665,0.9507822685788787,0.9135609145004698,3068.0
IR--DE--0028,1.0,1.0,1.0,767.0
IR--FE--0007,0.8670027142303218,0.9717514124293786,0.9163934426229509,2301.0
IR--FE--0014,0.8350194552529183,0.9322328410078193,0.8809523809523809,2302.0
IR--FE--0021,0.8454798884906412,0.922241529105126,0.8821940577602327,2302.0
N--N--N,0.9999282073372101,1.0,0.9999641023800121,13928.0
OR--DE--0007,0.9412017628721918,0.9649548159576813,0.9529302933014093,9074.0
OR--DE--0014,0.8729144479943202,0.8014993481095176,0.8356839422259982,3068.0
OR--DE--0021,0.9224507754922451,0.9236700077101002,0.9230599889928455,9079.0
OR--FE--0007,0.9136832524271845,0.8723928157589803,0.8925607587433315,6904.0
OR--FE--0014,0.8628834355828221,0.928996036988111,0.8947201017811705,3028.0
OR--FE--0021,0.8740636704119851,0.8110338835794961,0.8413699864803967,2302.0
accuracy,0.9139086745589887,0.9139086745589887,0.9139086745589887,0.9139086745589887
macro avg,0.898957414999192,0.8999811216472542,0.8976474515956886,81007.0
weighted avg,0.9153026899478456,0.9139086745589887,0.9132079993363272,81007.0
