,precision,recall,f1-score,support
B--DE--0007,0.8963235294117647,0.7946544980443285,0.8424326192121631,3068.0
B--DE--0014,0.9390491670052824,0.7532594524119948,0.8359558690540785,3068.0
B--DE--0021,0.7850438994853164,0.8451760104302477,0.8140009417673835,3068.0
B--DE--0028,1.0,0.9973924380704041,0.9986945169712794,767.0
B--FE--0007,0.8529774127310061,0.9026510212950891,0.8771114864864865,2301.0
B--FE--0014,0.8590947907771136,0.8740225890529973,0.8664944013781223,2302.0
B--FE--0021,0.9055857637172516,0.7961755758365928,0.84736355226642,2301.0
IR--DE--0007,0.9873253168670784,0.9902216427640157,0.9887713588283159,3068.0
IR--DE--0014,0.843956043956044,0.9142857142857143,0.8777142857142857,2940.0
IR--DE--0021,0.8804154302670623,0.9670795306388527,0.9217148182665423,3068.0
IR--DE--0028,1.0,1.0,1.0,767.0
IR--FE--0007,0.9304495335029687,0.9530842745438749,0.9416309012875537,2302.0
IR--FE--0014,0.872969596001666,0.9105125977410947,0.8913459493940039,2302.0
IR--FE--0021,0.8454616588419406,0.9391568883094307,0.8898497014618078,2301.0
N--N--N,0.9991392296105014,1.0,0.9995694294940797,13929.0
OR--DE--0007,0.9397397610921502,0.9710160899272647,0.9551219512195123,9074.0
OR--DE--0014,0.8506168722907635,0.8314863102998696,0.8409428053403658,3068.0
OR--DE--0021,0.9209200438116101,0.9260931820685098,0.9234993684441759,9079.0
OR--FE--0007,0.897666328453399,0.8968863142650253,0.8972761518400464,6905.0
OR--FE--0014,0.9091800065338125,0.9190885072655218,0.914107406799146,3028.0
OR--FE--0021,0.9200217627856365,0.7348978704910908,0.8171055810582266,2301.0
accuracy,0.9172664090757588,0.9172664090757588,0.9172664090757588,0.9172664090757588
macro avg,0.9064731498639224,0.900816214654377,0.9019382426801902,81007.0
weighted avg,0.918305249983723,0.9172664090757588,0.9165782780080574,81007.0
